NAME,SMILES,Set,Obs,stdMW,nTA,SCBO,RBN,nDB,nH,nN,nO,nHM,nHet,H%,C%,N%,O%,X%,nCsp3,max_conj_path,nCIR,nIR,nFR,NRS,nRingAtoms,nR05,nR06,nR09,nR10,D/Dtr05,D/Dtr06,X3,X4,X2v,X4v,X2sol,X5sol,RDCHI,Eta_C,Eta_F,Eta_D_beta,nCp,nCs,nCt,nCrs,nCrt,nCar,nCbH,nCb-,nCconj,nR=Cs,nRCONHR,nArCONHR,nCONN,nArNHR,nArOR,nCR2X2,nCRX3,nArX,nPyrazoles,nPyridines,nHAcc,C-001,C-002,C-003,C-005,C-006,C-008,C-011,C-012,C-016,C-025,C-026,C-027,C-028,C-029,C-032,C-033,C-034,C-040,C-041,C-043,H-046,H-047,H-048,H-049,H-051,H-052,O-056,O-058,O-060,N-067,N-070,N-072,N-073,N-074,F-084,S-107,SsCH3,SssCH2,SdsCH,SaaCH,SsssCH,SdssC,SaasC,SaaaC,SssssC,SssNH,SsssN,SaaN,SaasN,SdO,SaaO,SsF,SsCl,NssCH2,NdsCH,NaaCH,NsssCH,NdssC,NaasC,NaaaC,NssNH,NsssN,NdsN,NaasN,NsOH,NssO,minssCH2,minaaCH,mindssC,minaasC,minssNH,minsssN,minsF,gmin,MaxsCH3,MaxssCH2,MaxdsCH,MaxaaCH,MaxsssCH,MaxdssC,MaxaasC,MaxssssC,MaxsNH2,MaxdsN,MaxaaN,MaxsOH,MaxdO,MaxssO,gmax,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..F),T(F..F),T(F..Cl),B01[C-O],B01[C-S],B01[N-N],B02[C-O],B02[C-S],B02[N-N],B02[N-O],B02[N-S],B02[O-O],B03[C-O],B03[N-N],B03[N-O],B03[N-S],B03[N-F],B03[O-O],B03[O-F],B03[F-F],B04[C-O],B04[N-N],B04[N-O],B04[N-S],B04[N-F],B04[O-O],B04[O-F],B04[F-F],B05[C-O],B05[C-F],B05[N-N],B05[N-O],B05[N-F],B05[O-O],B05[O-F],B06[C-O],B06[C-S],B06[C-F],B06[N-N],B06[N-O],B06[N-F],B06[O-O],B06[O-F],B06[F-F],B07[C-N],B07[C-O],B07[C-S],B07[N-O],B07[N-F],B07[O-O],B07[O-F],B08[C-N],B08[C-O],B08[C-S],B08[C-F],B08[N-O],B08[N-F],B08[O-F],B09[C-C],B09[C-N],B09[C-O],B09[C-F],B09[N-O],B09[N-F],B09[O-F],B10[C-C],B10[C-N],B10[C-O],B10[C-F],B10[N-F],B10[O-F],F01[C-N],F01[C-O],F01[C-S],F01[N-N],F01[N-O],F02[C-C],F02[C-N],F02[C-O],F02[C-S],F02[C-F],F02[N-N],F02[N-O],F02[N-S],F02[O-O],F02[F-F],F03[C-N],F03[C-O],F03[C-S],F03[C-F],F03[C-Cl],F03[N-N],F03[N-O],F03[N-S],F03[N-F],F03[N-Cl],F03[O-O],F03[O-F],F03[F-F],F04[C-C],F04[C-N],F04[C-O],F04[C-S],F04[C-F],F04[C-Cl],F04[N-N],F04[N-O],F04[N-S],F04[N-F],F04[O-O],F04[O-S],F04[O-F],F04[F-F],F05[C-N],F05[C-O],F05[C-S],F05[C-F],F05[C-Cl],F05[N-N],F05[N-O],F05[N-F],F05[O-O],F05[O-F],F05[S-F],F05[F-F],F06[C-C],F06[C-N],F06[C-O],F06[C-S],F06[C-F],F06[C-Cl],F06[N-N],F06[N-O],F06[N-F],F06[O-O],F06[O-S],F06[O-F],F07[C-N],F07[C-O],F07[C-S],F07[C-F],F07[C-Cl],F07[N-N],F07[N-O],F07[N-F],F07[O-O],F07[O-F],F07[S-F],F08[C-C],F08[C-N],F08[C-O],F08[C-S],F08[C-F],F08[C-Cl],F08[N-N],F08[N-O],F08[N-F],F08[O-O],F08[O-F],F09[C-N],F09[C-O],F09[C-S],F09[C-F],F09[C-Cl],F09[N-O],F09[N-F],F09[O-O],F09[O-F],F10[C-C],F10[C-N],F10[C-O],F10[C-S],F10[C-F],F10[C-Cl],F10[N-O],F10[N-F],F10[O-O],F10[O-F],F10[F-F],Uc,Hy,TPSA(NO),TPSA(Tot),LOGP99,ESOL,SAacc,SAdon,Vx,SAscore
28,FC(F)(F)C(Oc1nc(NC2CCCCC2)nc(N2CCOCC2)n1)C(F)(F)F,Train,0,6.852131312,6,34,5,0,21,5,2,0,13,42,32,10,4,12,13,6,3,3,0,3,18,0,3,0,0,0,304.3688041,9.306546182,8.225480695,6.901399266,3.222006755,9.966614556,5.213315634,3.857703253,30.42723823,26.61344891,-13.25,2,7,0,6,0,3,0,0,0,0,0,0,0,1,1,0,2,0,0,0,13,0,5,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,10,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,5.968702254,0,0,-4.046261049,0,-1.189212491,0,-11.33141028,2.988827475,1.597494174,11.5559701,0,0,0,77.22814857,0,9,0,0,2,0,3,0,1,1,0,0,0,2,0.334312957,0,0,-1.028285856,2.988827475,1.597494174,12.8713581,-5.665705138,0,1.071048174,0,0,-0.016140427,0,-0.055825539,-5.665705138,0,0,4.17736489,0,0,5.199877174,12.8713581,26,43,0,186,0,7,0,78,0,0,48,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,11,4,0,0,0,16,4,4,0,6,7,2,0,0,6,17,2,0,6,0,0,1,0,0,0,0,6,0,10,13,1,0,6,0,3,3,0,0,0,0,0,9,13,3,0,0,0,0,2,12,0,0,0,0,9,16,6,0,12,0,0,0,0,0,0,0,4,2,0,0,0,0,2,18,1,0,0,18,2,3,0,18,0,0,0,0,0,0,0,4,0,24,0,0,0,0,0,4,0,2,0,12,0,0,0,0,6,0,2.807354922,-0.131607299,72.4,72.4,3.324799888,-5.095816451,183.2521086,18.01075068,436.910299,3.800547595
29,O=C(Nc1ccc(F)cc1F)c1ccc(COc2c(F)c(F)cc(F)c2F)o1,Train,0,6.199772664,7,39.5,5,1,9,1,3,0,10,24.32432432,48.64864865,2.702702703,8.108108108,16.21621622,1,7,3,3,0,3,17,1,2,0,0,83.99188589,208.5686484,10.46785709,7.933354365,5.430227968,2.173555824,9.237565692,4.521004317,3.90758876,19.80301383,32.22869921,0.25,0,0,0,0,0,16,4,8,1,0,0,1,0,0,1,0,0,6,0,0,10,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,2,1,0,0,0,8,0,0,0,0,0,1,2,0,0,1,0,0,6,0,0,-0.657814813,0,4.871320983,0,-0.897296968,-10.61688298,0,0,2.139652683,0,0,0,12.01108144,5.077234033,79.70423938,0,1,0,6,0,1,10,0,1,0,0,0,0,1,-0.657814813,0.029207803,-0.897296968,-1.726659562,2.139652683,0,12.85721311,-1.726659562,0,-0.657814813,0,1.195829134,0,-0.897296968,-0.11740977,0,0,0,0,0,12.01108144,4.701799574,13.54343253,0,11,0,46,0,12,0,124,0,0,136,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,5,0,0,0,19,3,8,0,12,0,1,0,0,0,3,5,0,12,0,0,1,0,1,0,2,2,2,11,3,9,0,9,0,0,0,0,0,0,0,2,3,1,8,0,5,0,0,0,1,0,1,0,2,16,0,5,0,6,0,0,1,0,1,0,3,1,4,0,9,0,0,0,0,0,3,0,9,2,4,0,8,0,0,0,0,0,1,2,4,0,4,0,0,2,0,3,8,1,2,0,4,0,0,2,0,2,0,4.247927513,-0.217112452,51.47,51.47,4.945499927,-5.305550519,153.4235915,18.01075068,384.3023256,3.679783163
32,O=C(NCCCCNC(=O)C(F)(F)F)C(F)(F)F,Train,0,7.279297309,8,19,5,2,10,2,2,0,10,35.71428571,28.57142857,7.142857143,7.142857143,21.42857143,6,0,0,0,0,0,0,0,0,0,0,0,0,4.981069373,2.120626365,3.2144266,0.854284699,4.779257532,0.906474414,2.877389672,14.49234203,14.98527413,-8.5,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,10,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,-0.638514267,0,0,0,-4.218838708,0,0,-9.963293169,3.084210365,0,0,0,20.56471526,0,70.00505385,0,4,0,0,0,2,0,0,2,0,0,0,0,0,-0.333103505,0,-2.109419354,0,1.542105182,0,11.66750898,-4.981646585,0,0.013846372,0,0,0,-2.109419354,0,-4.981646585,0,0,0,0,10.28235763,0,11.66750898,5,18,0,66,0,9,0,78,0,0,111,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,4,2,0,0,0,4,4,2,0,6,0,2,0,0,6,2,2,0,0,0,0,0,0,6,0,0,6,0,4,2,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,2,2,2,0,6,0,0,0,0,0,0,0,2,0,0,6,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,6,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0,6,0,0,0,0,6,0,1.584962501,0.701555032,58.2,58.2,1.123600036,-2.097994653,176.0720351,36.02150137,261.1960133,3.268803644
33,COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)Nc4cc(C(F)(F)F)ccc4Cl)cc3n2)cc1OC,Train,0,7.139165855,10,52,5,1,15,4,3,1,14,28.84615385,44.23076923,7.692307692,5.769230769,13.46153846,4,17,5,2,2,3,21,1,3,1,0,86.53830842,363.203146,13.53962062,10.8262025,7.947432465,3.579342303,14.01333932,8.36937491,4.397881021,32.54002785,48.82053568,-1.75,2,0,0,0,0,18,6,6,1,0,0,1,0,0,2,0,2,1,1,0,12,0,0,0,2,0,0,0,0,0,2,4,0,2,0,0,0,1,1,0,1,0,14,0,0,0,0,0,1,2,0,0,1,1,0,0,0,2.756857803,0,0,8.354003449,0,-1.090263248,-2.704113161,-0.333426792,-9.601354063,2.146022937,0,7.857947733,0,12.70057797,0,80.72582679,5.888566037,0,0,8,0,1,9,1,1,0,0,0,0,2,0,0.6017782,-1.090263248,-1.237559187,2.146022937,0,13.02244677,-4.892250945,1.397815585,0,0,1.487474046,0,-1.090263248,0.34716321,-4.709103118,0,0,4.173861261,0,12.70057797,5.18787573,13.88616216,17,78,0,153,24,24,0,186,32,0,120,48,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,5,0,1,0,26,14,5,0,6,1,1,0,0,6,11,6,0,9,2,2,1,0,3,1,1,0,0,25,10,8,0,12,2,1,1,0,3,0,0,0,0,8,5,0,12,2,1,2,6,0,0,0,0,18,13,8,0,12,1,0,1,0,0,0,0,11,5,0,9,1,0,1,3,0,6,0,18,8,5,0,9,1,0,2,3,0,3,6,4,0,12,3,1,3,0,3,16,2,2,0,12,1,1,3,1,0,0,4.584962501,-0.230811462,77.75,77.75,6.356799848,-6.88674106,188.3646701,18.01075068,539.0697674,4.119484343
34,NC1=NC[C@@H](Cc2ccc(O)cc2)N1CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Train,0,6.640455576,8,39,5,1,19,3,1,0,10,38.7755102,40.81632653,6.12244898,2.040816327,12.24489796,7,6,3,3,0,3,17,1,2,0,0,91.87934843,207.5544966,10.26318705,7.690493889,7.080805501,3.36453822,10.70099422,5.050300716,3.955104761,28.06213891,31.58530812,-5.25,2,3,0,1,0,12,7,5,0,0,0,0,0,0,0,0,2,0,0,0,10,0,2,0,0,2,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,12,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0.94043908,0,8.082535821,-0.178307272,0.19611035,-1.748865234,0,-9.766776667,0,1.680933485,0,0,0,0,78.22423286,0,4,0,7,1,1,5,0,0,1,1,0,1,0,-0.060220406,0.113886754,0.19611035,-1.337009983,0,1.680933485,13.03737214,-4.883388333,0,0.514753874,0,1.726622412,-0.178307272,0.19611035,0.894561524,-4.883388333,5.885544113,4.149595616,0,9.367891182,0,0,13.03737214,6,24,0,150,0,0,0,84,0,0,66,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,6,1,0,0,0,27,4,2,0,6,3,0,0,0,6,7,2,0,12,0,0,0,0,0,0,0,0,0,19,8,1,0,12,0,0,0,0,0,0,0,0,0,9,1,0,18,0,0,0,0,0,0,0,0,16,12,1,0,6,0,0,0,0,0,0,0,7,1,0,0,0,0,1,6,0,0,0,15,7,2,0,12,0,0,1,0,0,0,0,1,0,12,0,1,12,0,0,12,0,1,0,6,0,0,0,0,0,0,3.807354922,0.966145532,61.85,61.85,4.213899955,-5.566999705,185.2510537,75.58053063,459.0531561,4.025717024
37,Cn1nc(C(F)(F)F)c2cc(C(=O)Nc3ccc(C(F)(F)F)cc3)sc21,Train,0,7.25915304,8,36.5,2,1,9,3,1,1,11,25.71428571,42.85714286,8.571428571,2.857142857,17.14285714,3,10,4,1,2,2,14,2,1,0,0,128.5137307,90.35641581,9.26694638,7.454864729,6.359333139,3.264559833,9.704089316,5.655076183,3.608597818,21.20386114,27.82031335,-3,2,0,0,0,0,11,4,2,1,0,0,1,0,0,0,0,2,0,1,0,9,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,8,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1.325019566,0,0,4.792809817,0,-0.723071145,-1.897121788,-0.044015101,-9.169874736,2.358509307,0,3.401983007,1.025524216,12.20195307,0,76.42426218,0,0,0,5,0,1,4,2,1,0,0,1,0,0,0,0.79783033,-0.723071145,-1.097379519,2.358509307,0,12.51589544,-4.664925238,1.325019566,0,0,1.066213467,0,-0.723071145,0.092246276,-4.504949499,0,0,3.401983007,0,12.20195307,0,12.95885862,11,13,8,129,0,0,3,45,0,42,129,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,5,1,2,1,0,17,9,1,3,6,0,1,1,0,6,7,2,2,9,0,0,0,2,3,0,0,0,0,11,5,4,2,12,0,0,0,0,3,0,0,0,0,3,3,2,9,0,1,1,0,0,0,3,0,9,3,3,2,3,0,1,1,3,0,0,0,3,1,1,3,0,0,0,3,0,3,0,9,4,0,1,6,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,3,2,0,0,12,0,0,0,0,0,0,4.087462841,-0.141608105,46.92,75.16,4.92469997,-5.505448917,149.5793648,18.01075068,369.1860465,3.922489961
41,Cc1cc(C(F)(F)F)n(-c2nc(-c3nnc(SCc4ccc(C(F)(F)F)cc4)n3C)cs2)n1,Train,0,7.717181805,8,46.5,5,0,14,6,0,2,14,29.78723404,40.42553191,12.76595745,0,12.76595745,5,15,4,4,0,4,21,3,1,0,0,299.4329465,122.3296301,11.99169125,9.801671295,8.72344922,4.545046164,13.21630345,7.495064629,4.305098987,30.63590128,35.21237908,-3.5,3,0,0,0,0,14,4,2,0,0,0,0,0,0,0,0,2,0,1,0,10,1,0,0,1,1,0,0,0,0,2,0,0,2,0,0,1,1,0,0,1,0,10,1,0,3,0,0,0,0,0,0,0,2,0,0,2,3.130688089,0.35509192,0,7.315926063,0,0,0.404082846,0,-8.97988946,0,0,16.26550218,2.367787493,0,0,77.89998053,0,1,0,6,0,0,8,0,0,0,0,2,0,0,0.35509192,0.943836561,0,-0.924396779,0,0,12.68591091,-4.583349364,1.669284937,0.35509192,0,1.556371607,0,0,0.668728385,-4.396540096,0,0,4.243236787,0,0,0,13.28074927,54,0,47,318,0,0,0,0,0,105,165,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,10,0,4,2,0,21,13,0,2,6,3,0,4,0,6,12,0,6,9,0,3,0,2,3,0,0,0,0,12,14,0,6,12,0,1,0,2,3,0,0,0,0,8,0,5,6,0,2,0,3,0,0,3,0,12,11,0,2,9,0,3,0,0,0,0,0,14,0,1,3,0,1,0,0,0,0,3,13,11,0,2,3,0,0,0,6,0,0,6,0,5,6,0,0,9,0,0,8,4,0,3,6,0,0,3,0,0,0,4.459431619,-0.570883409,61.42,114.96,5.76261986,-6.892132136,156.5352315,0,497.6245847,4.413080958
42,CCOC(=O)C1(C(F)(F)F)N=C(C(F)(F)F)Nc2ccc(F)cc21,Train,0,6.677611395,9,30,3,2,9,2,2,0,11,27.27272727,39.39393939,6.060606061,6.060606061,21.21212121,5,6,3,0,2,1,10,0,2,0,1,0,118.3350927,8.310853998,6.882990089,4.701714439,2.165461609,7.391569221,3.942301293,3.054623977,21.55995016,27.95815456,-6.5,3,0,1,0,1,6,3,3,0,0,0,0,0,1,0,0,2,1,0,0,11,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,3,0,1,1,0,1,0,0,1,1,0,1.170558272,-0.536099065,0,1.602813445,0,-4.111494237,-3.037328515,0,-14.91070035,1.638521589,0,0,0,11.94640353,0,92.96412946,0,1,0,3,0,2,3,0,1,0,1,0,0,1,-0.536099065,0.295037321,-2.076296296,-1.181359127,1.638521589,0,12.90854332,-5.596828704,1.170558272,-0.536099065,0,0.657542045,0,-2.03519794,-0.746200869,-4.017314815,0,2.571157407,0,0,11.94640353,4.285371788,13.61665722,2,16,0,52,0,2,0,72,0,0,108,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14,7,3,0,8,1,0,0,1,6,5,5,0,8,0,0,2,0,9,0,0,0,0,14,6,7,0,17,0,0,0,0,0,0,0,6,0,2,6,0,26,0,0,2,5,0,0,0,0,7,1,2,0,13,0,0,0,0,0,0,8,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169925001,-0.095148228,50.69,50.69,3.532699935,-4.492380554,175.661888,18.01075068,323.6378738,4.188780262
47,O=C(/C=C/Nc1ccccc1OC(F)(F)F)C(F)(F)F,Train,0,6.658436715,7,25,4,2,7,1,2,0,9,25.92592593,40.74074074,3.703703704,7.407407407,22.22222222,2,6,1,1,0,1,6,0,1,0,0,0,76.96897547,5.631507358,3.839030457,3.383642969,1.101189152,5.537615162,2.09203176,3.052024,13.08344416,21.07525895,-2.75,1,0,0,0,0,6,4,2,3,1,0,0,0,1,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.73488048,4.694982914,0,-2.1396103,-0.874854497,0,-9.982684319,2.112453704,0,0,0,10.50546383,0,71.79528077,0,0,2,4,0,1,2,0,1,0,0,0,0,1,0,0.967502953,-2.1396103,-0.635085506,2.112453704,0,11.87464522,-5.041500496,0,0,0.577768802,1.338281014,0,-2.1396103,-0.239768991,-4.941183823,0,0,0,0,10.50546383,3.65408742,12.05711504,0,7,0,30,0,7,0,66,0,0,102,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,0,0,0,10,3,4,0,3,0,0,0,0,6,3,3,0,6,0,0,1,0,0,0,0,3,0,7,3,2,0,9,0,0,1,0,0,0,0,0,0,0,2,0,6,0,0,0,6,0,0,0,0,6,0,3,0,9,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,1,0,0,2,0,2,0,9,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3.169925001,-0.074461934,38.33,38.33,3.642199919,-3.965533467,143.9162452,18.01075068,275.3654485,3.540428724
50,O=C(NCc1ccc(C(F)(F)F)cc1)C1CC(c2ccccc2C(F)(F)F)=NO1,Train,0,6.535744973,7,39,4,2,14,2,2,0,10,32.55813953,44.18604651,4.651162791,4.651162791,13.95348837,5,8,3,3,0,3,17,1,2,0,0,86.97668998,215.8254155,9.957522733,7.808890426,6.291985919,2.773629167,9.939339197,4.935211246,3.959834353,23.73187922,31.45950371,-3.5,2,2,0,2,0,12,8,4,1,0,1,0,0,0,0,0,2,0,0,0,10,0,1,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,11,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,-0.224960197,0,9.052900051,-1.124316526,-0.638201082,-1.437794097,0,-9.039734238,2.475219159,0,0,0,12.19187764,0,77.00979588,0,2,0,8,1,2,4,0,1,0,1,0,0,1,-0.160775579,0.891709748,-0.63135397,-0.88133096,2.475219159,0,12.5473603,-4.58131311,0,-0.064184618,0,1.421725867,-1.124316526,-0.006847112,0.423986868,-4.458421128,0,3.607059497,0,0,12.19187764,4.96148725,13.12257166,4,9,0,93,0,3,0,99,0,0,147,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,3,2,0,0,1,24,5,4,0,6,0,1,0,0,6,6,3,0,12,0,0,1,0,0,0,1,0,0,14,6,5,0,15,0,1,1,0,0,0,0,0,0,4,7,0,9,0,0,0,3,0,0,0,0,11,4,7,0,6,0,0,0,0,0,0,3,5,6,0,3,0,0,0,3,0,0,0,11,3,3,0,3,0,0,0,3,0,3,1,1,0,6,0,0,0,0,3,13,1,0,0,6,0,0,0,0,3,0,3.906890596,-0.234024451,50.69,50.69,4.53360001,-5.396184455,163.534983,18.01075068,421.6777409,4.40572676
51,O=C(NCc1ccccc1C(F)(F)F)C1CC(c2ccccc2C(F)(F)F)=NO1,Train,0,6.535744973,7,39,4,2,14,2,2,0,10,32.55813953,44.18604651,4.651162791,4.651162791,13.95348837,5,8,3,3,0,3,17,1,2,0,0,81.34012654,210.9621439,9.870018409,8.163420493,6.252209549,2.906217179,9.835262129,4.810274083,3.888389022,24.26006702,31.97820595,-3.5,2,2,0,2,0,12,8,4,1,0,1,0,0,0,0,0,2,0,0,0,10,0,1,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,11,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,-0.650106726,0,9.469460936,-1.232093726,-0.834274062,-2.153870845,0,-9.190943183,2.310762196,0,0,0,12.22541285,0,78.39700803,0,2,0,8,1,2,4,0,1,0,1,0,0,1,-0.413841175,0.888214561,-0.772946901,-0.914340067,2.310762196,0,12.99920939,-4.610353161,0,-0.23626555,0,1.400876415,-1.232093726,-0.06132716,-0.143605725,-4.580590022,0,3.570243292,0,0,12.22541285,4.921734576,13.13312662,4,9,0,81,0,3,0,87,0,0,129,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,3,2,0,0,1,24,5,4,0,6,0,1,0,0,6,6,3,0,12,0,0,1,0,0,0,1,0,0,14,7,5,0,18,0,1,1,0,0,0,0,0,0,4,7,0,9,0,0,0,6,0,0,0,0,12,3,8,0,6,0,0,0,0,0,0,3,5,7,0,6,0,0,0,0,0,3,0,11,4,2,0,3,0,0,0,3,0,6,1,0,0,6,0,0,3,0,0,14,0,0,0,6,0,0,0,0,0,0,3.906890596,-0.234024451,50.69,50.69,4.53360001,-5.396184455,163.534983,18.01075068,421.6777409,4.363854533
53,N#Cc1ccc(C2=NC(C(F)(F)F)(C(F)(F)F)c3c(n(Cc4ccco4)c(=O)[nH]c3=O)N2)cc1,Train,0,6.066848665,9,48.5,3,4,11,5,3,0,14,24.44444444,44.44444444,11.11111111,6.666666667,13.33333333,4,8,5,2,2,3,21,1,3,0,1,84.05960194,270.4722498,12.71920814,11.37568209,7.128884247,3.520041353,12.80748853,6.997032345,3.929310877,31.1204376,46.88061778,-4.5,2,0,1,0,1,10,4,2,4,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,3,1,0,0,8,1,0,0,0,0,2,1,1,0,2,0,2,0,0,0,-0.592865893,0,8.389956836,0,-6.969910833,-0.143848356,0,-17.24034789,3.793652605,0.486234568,0,0,24.89998792,5.052403211,85.27120902,0,1,0,7,0,5,3,0,2,1,1,0,0,0,-0.592865893,1.078409628,-1.902339505,-0.250181275,1.512862497,0.486234568,14.21186817,-6.125141212,0,-0.592865893,0,1.39413579,0,-0.912190098,0.087627672,-4.990065468,0,2.965392652,0,0,12.46263005,0,14.21186817,52,82,0,168,0,16,0,120,0,0,48,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,10,4,0,0,0,26,10,4,0,6,3,3,0,0,6,19,6,0,12,0,0,1,0,6,0,0,0,0,18,17,6,0,18,0,3,4,0,0,1,0,0,9,10,6,0,6,0,0,2,18,1,6,0,0,22,11,10,0,24,0,0,1,0,0,0,0,4,8,0,18,0,2,1,0,1,6,0,16,7,8,0,12,0,0,0,0,0,6,4,4,0,18,0,0,0,0,0,6,4,3,0,0,0,0,6,0,0,0,4.087462841,0.351678161,116.18,116.18,3.328080069,-5.006930847,236.5485806,36.02150137,465.0996678,4.247415005
