NAME,SMILES,Set,Obs,MW,stdMW,nTA,SCBO,RBN,nDB,nH,nN,nO,nHM,nHet,H%,C%,N%,O%,X%,nCsp3,max_conj_path,nCIR,nIR,nFR,Rbrid,NRS,nRingAtoms,nSpiro,nR05,nR06,nR10,D/DTrain06,X3,X4,X2v,X2sol,X5sol,RDCHI,Eta_betaP,Eta_C,Eta_F,Eta_FL,Eta_D_beta,nCp,nCs,nCt,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCONHR,nArCONR2,nCONN,nArNHR,nRNR2,nArOR,nCR2X2,nCRX3,nArX,nPyridines,nHAcc,C-001,C-002,C-003,C-005,C-006,C-008,C-011,C-012,C-016,C-025,C-026,C-027,C-028,C-029,C-032,C-034,C-040,C-041,C-043,C-044,H-046,H-047,H-048,H-049,H-051,H-052,O-056,O-058,O-059,O-060,N-068,N-070,N-071,N-072,N-073,N-074,F-084,S-107,SsCH3,SssCH2,SdsCH,SaaCH,SsssCH,SdssC,SaasC,SaaaC,SssssC,SssNH,SsssN,SaaN,SaasN,SaaO,SsF,NssCH2,NdsCH,NaaCH,NsssCH,NdssC,NaasC,NaaaC,NssssC,NssNH,NsssN,NdsN,NaasN,NsOH,NssO,minssCH2,minaaCH,mindssC,minaasC,minssNH,minsssN,minsF,gmin,MaxsCH3,MaxssCH2,MaxdsCH,MaxaaCH,MaxsssCH,MaxdssC,MaxaasC,MaxssssC,MaxsNH2,MaxdsN,MaxaaN,MaxsOH,MaxdO,MaxssO,gmax,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..F),T(F..F),T(F..Cl),B01[C-O],B01[C-S],B01[N-N],B02[C-O],B02[C-S],B02[N-N],B02[N-O],B02[N-S],B02[O-O],B03[C-O],B03[N-N],B03[N-O],B03[N-F],B03[O-F],B03[F-F],B04[C-O],B04[N-N],B04[N-O],B04[N-S],B04[N-F],B04[O-O],B04[F-F],B05[C-O],B05[C-F],B05[N-N],B05[N-O],B05[N-F],B05[O-O],B05[O-F],B06[C-O],B06[C-S],B06[C-F],B06[N-N],B06[N-O],B06[N-F],B06[O-O],B06[O-F],B06[F-F],B07[C-N],B07[C-O],B07[C-S],B07[C-F],B07[N-O],B07[N-F],B07[O-O],B07[O-F],B08[C-N],B08[C-O],B08[C-S],B08[N-O],B08[N-F],B08[O-F],B09[C-C],B09[C-N],B09[C-O],B09[C-F],B09[N-F],B09[O-F],B10[C-C],B10[C-N],B10[C-O],B10[C-F],B10[N-F],B10[O-F],F01[C-N],F01[C-O],F01[C-S],F01[N-N],F01[N-O],F02[C-C],F02[C-N],F02[C-O],F02[C-S],F02[C-F],F02[N-N],F02[N-O],F02[N-S],F02[O-O],F02[F-F],F03[C-N],F03[C-O],F03[C-S],F03[C-F],F03[N-N],F03[N-O],F03[N-S],F03[N-F],F03[N-Cl],F03[O-O],F03[O-F],F03[F-F],F04[C-C],F04[C-N],F04[C-O],F04[C-S],F04[C-F],F04[C-Cl],F04[N-N],F04[N-O],F04[N-S],F04[N-F],F04[O-O],F04[O-S],F04[O-F],F04[F-F],F05[C-N],F05[C-O],F05[C-S],F05[C-F],F05[C-Cl],F05[N-N],F05[N-O],F05[N-F],F05[O-O],F05[O-F],F05[S-F],F05[F-F],F06[C-C],F06[C-N],F06[C-O],F06[C-S],F06[C-F],F06[C-Cl],F06[N-N],F06[N-O],F06[N-F],F06[O-O],F06[O-S],F06[O-F],F06[F-F],F07[C-N],F07[C-O],F07[C-S],F07[C-F],F07[C-Cl],F07[N-N],F07[N-O],F07[N-F],F07[O-O],F07[O-F],F07[S-F],F08[C-C],F08[C-N],F08[C-O],F08[C-S],F08[C-F],F08[C-Cl],F08[N-N],F08[N-O],F08[N-F],F08[O-O],F08[O-F],F09[C-N],F09[C-O],F09[C-S],F09[C-F],F09[C-Cl],F09[N-O],F09[N-F],F09[O-O],F09[O-F],F10[C-C],F10[C-N],F10[C-O],F10[C-S],F10[C-F],F10[C-Cl],F10[N-O],F10[N-F],F10[O-O],F10[O-F],F10[F-F],Uc,Hy,TPSA(NO),TPSA(Tot),ESOL,SAacc,SAdon,SAscore
350,Cc1nc2c(F)c(F)c(C(F)(F)F)c(F)c2[nH]1,Train,0,254.15,6.264907745,7,23,0,0,4,2,0,0,8,19.04761905,42.85714286,9.523809524,0,28.57142857,2,9,3,0,2,1,1,9,0,1,1,0,39.51230159,6.211955111,5.623604289,3.360526172,5.014959792,2.495945328,2.601170216,8,12.48498382,16.58530055,4.32722486,-3.5,2,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,1,3,0,7,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,1.281792328,0,0,0,0,0,-8.27615788,-1.584050926,-5.317250567,0,0,3.379618292,0,0,76.81822468,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,-2.283333333,0,0,12.34328326,-5.317250567,1.281792328,0,0,0,0,0,-0.017106954,-5.317250567,0,0,3.379618292,0,0,0,13.42136574,2,0,0,56,0,0,0,0,0,0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,6,0,0,9,1,0,0,0,3,4,0,0,14,0,0,0,2,0,0,0,1,5,3,0,0,12,0,0,0,0,3,0,0,0,7,1,0,0,6,0,0,0,4,0,0,0,4,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.459431619,-0.025210858,28.68,28.68,-4.102027572,106.5462092,16.78552955,4.505693442
351,CCOC(=O)NC(Nc1ccc(OC)cc1)(C(F)(F)F)C(F)(F)F,Train,0,360.29,6.974741367,9,28,6,1,14,2,3,0,11,36.84210526,34.21052632,5.263157895,7.894736842,15.78947368,6,6,1,1,0,0,1,6,0,0,1,0,95.43131313,7.530531795,5.959456801,4.444489859,7.761308339,2.544604278,3.157266621,8.5,21.66364839,26.66998584,5.566087746,-7.25,3,1,0,0,0,0,6,4,2,0,0,0,0,0,0,1,0,1,0,2,0,0,11,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,9,0,0,0,3,0,1,0,2,0,1,0,1,0,0,0,0,2.513697842,-0.402615629,0,4.198618355,0,-1.867442891,-0.314103975,0,-16.53103163,2.130462805,0,0,0,0,79.35280612,1,0,4,0,1,2,0,3,2,0,0,0,0,2,-0.402615629,0.942358513,-1.867442891,-0.539584751,0.834915753,0,13.22546769,-5.904822255,1.278243191,-0.402615629,0,1.156950665,0,-1.867442891,0.225480776,-4.721387117,0,0,0,0,11.24932627,4.768379649,13.22546769,2,24,0,36,0,20,0,108,0,0,48,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,4,5,0,0,0,11,6,3,0,6,1,2,0,1,6,5,5,0,6,0,0,0,12,0,0,0,0,10,4,6,0,12,0,0,2,0,0,0,0,0,9,3,2,0,12,0,0,1,0,0,12,0,0,7,3,5,0,18,0,0,0,0,0,0,0,0,0,6,0,12,0,0,1,0,0,0,0,6,1,3,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,3,0.501801007,59.59,59.59,-4.068400236,172.9268838,36.02150137,3.552478434
352,CCOC(=O)NC(Nc1nnc(SCC)s1)(C(F)(F)F)C(F)(F)F,Train,0,398.4,8.561996429,9,27.5,7,1,12,4,2,2,14,33.33333333,27.77777778,11.11111111,5.555555556,16.66666667,7,5,1,1,0,0,1,5,0,1,0,0,0,7.333608369,6.149943885,6.510786095,9.25047006,3.294176917,3.166314573,6.5,25.5813843,22.58017722,4.445681127,-9.25,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,12,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,6,0,1,0,1,0,1,0,1,0,0,0,2,2.950458291,0.090393938,0,0,0,-1.88210929,-0.577053545,0,-16.62160136,2.021089223,0,6.704410116,0,0,79.26480773,2,0,0,0,1,2,0,3,2,0,0,0,0,1,-0.409004656,0,-1.88210929,-0.752408825,0.810912541,0,13.21080129,-5.928825468,1.719446895,0.499398594,0,0,0,-1.88210929,0.17535528,-4.76395042,0,0,3.460023857,0,11.23984519,4.142421994,13.21080129,16,38,25,102,0,2,28,60,0,72,48,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,6,3,4,1,0,6,6,1,1,6,2,2,4,1,6,6,3,3,6,1,0,1,12,0,0,0,0,4,6,5,3,12,0,1,2,2,0,0,0,0,9,7,2,2,0,0,1,0,6,0,12,6,0,5,3,0,2,12,0,0,2,6,0,2,0,0,2,2,2,6,0,0,2,0,0,0,6,4,3,0,1,6,0,0,0,0,0,0,1,2,1,6,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2.807354922,0.625215749,76.14,129.68,-4.102006862,195.2530108,36.02150137,3.979063807
353,CCOC(=O)NC(NCC(O)c1ccccc1)(C(F)(F)F)C(F)(F)F,Train,0,374.32,6.972791581,9,29,7,1,16,2,3,0,11,39.02439024,34.14634146,4.87804878,7.317073171,14.63414634,7,6,1,1,0,0,1,6,0,0,1,0,104.1746143,7.830742015,6.1921324,4.898370538,8.176233673,2.693766688,3.280514823,7.5,24.2990423,26.5070291,5.390989031,-8.5,3,2,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,11,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,1.217284449,-1.555846925,0,7.121043221,-1.671971713,-1.903841753,0.101281205,0,-16.6757418,1.973586388,0,0,0,0,79.1417432,2,0,5,1,1,1,0,3,2,0,0,0,1,1,-1.129525463,1.327360324,-1.903841753,0.101281205,0.784798595,0,13.19029053,-5.949980867,1.217284449,-0.426321462,0,1.557224672,-1.671971713,-1.903841753,0.101281205,-4.775780069,0,0,0,9.811650841,11.23084203,4.126637529,13.19029053,2,20,0,36,0,16,0,96,0,0,48,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,4,4,0,0,0,13,5,3,0,6,1,2,0,1,6,4,5,0,6,0,1,0,12,0,0,0,0,8,4,8,0,12,0,0,2,0,0,0,0,0,9,4,5,0,6,0,0,1,0,0,12,0,0,10,4,3,0,12,0,0,0,0,0,0,6,0,2,2,0,18,0,0,0,0,2,0,0,6,1,5,0,12,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,3,1.163449144,70.59,70.59,-3.619454824,204.6103391,78.70484453,4.096116732
361,CCOc1ccc(C(F)(F)F)cc1NC(=O)COc1ccc(C(F)(F)F)cc1[N+](=O)[O-],Train,0,452.34,6.575162839,10,41,7,3,14,2,5,0,13,31.11111111,40,4.444444444,11.11111111,13.33333333,5,6,2,2,0,0,2,12,0,0,2,0,239.4746009,9.888589965,7.515704886,5.915934585,10.73145838,5.324520975,3.942289392,18,24.9206669,38.73935164,8.131698383,-2,3,0,0,0,0,0,12,6,6,0,0,0,1,0,0,0,0,2,0,2,0,0,12,1,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,10,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,0,1.565597536,-0.836806745,0,3.826671739,0,-1.019006086,-4.400601996,0,-9.526382189,2.123625362,0,0,0,0,76.871189,2,0,6,0,1,6,0,2,1,0,0,0,0,2,-0.922604167,0.24328887,-1.019006086,-1.290441332,2.123625362,0,12.71701071,-4.83348873,1.565597536,0.085797422,0,1.003470039,0,-1.019006086,-0.065406782,-4.692893458,0,0,0,0,12.08781683,5.145201882,12.90671895,6,40,0,90,0,58,0,252,0,0,138,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,3,5,0,0,2,19,5,9,0,6,0,1,0,1,6,4,9,0,12,0,3,0,0,0,1,0,0,14,7,11,0,12,0,0,0,0,0,2,0,0,0,4,15,0,6,0,0,0,6,1,0,0,0,12,2,9,0,3,0,1,1,0,1,0,12,0,2,6,0,9,0,0,2,0,2,3,0,12,3,6,0,6,0,0,0,0,0,3,2,6,0,3,0,1,3,0,3,12,3,5,0,9,0,0,0,2,0,0,4,-0.16887441,93.38,93.38,-5.471128427,205.6630472,18.01075068,3.727537466
363,O=C(NCCc1ccccn1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,Train,0,550.28,6.764772373,17,39,10,1,10,2,1,0,19,22.22222222,35.55555556,4.444444444,2.222222222,35.55555556,10,6,1,1,0,0,1,6,0,0,1,0,158.7733081,15.12131586,7.841652056,6.696996835,7.096553308,2.571958555,3.784294722,7.5,42.25440668,49.30365541,7.096932258,-15.25,1,8,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,19,0,1,0,0,1,0,0,7,0,0,0,1,1,0,0,0,1,0,0,0,0,5,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.646715136,0,4.958032471,-5.91700853,-3.4843584,-0.012433715,0,-56.06819452,0.867254056,0,3.565081286,0,0,211.3791369,2,0,4,1,1,1,0,7,1,0,0,0,0,0,-1.098886215,1.121094147,-3.4843584,-0.012433715,0.867254056,0,11.97208968,-8.538701796,0,-0.547828921,0,1.342786689,-5.91700853,-3.4843584,-0.012433715,-7.04102714,0,0,3.565081286,0,11.2758723,0,13.70218749,4,8,0,272,0,0,0,104,0,0,576,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,1,0,0,0,14,5,1,0,30,0,1,0,0,8,4,2,0,26,0,0,0,2,0,0,2,28,11,2,2,0,24,0,1,0,0,2,0,0,2,24,4,2,0,22,0,0,0,2,0,2,0,20,9,3,2,0,20,0,0,1,2,0,0,2,16,2,3,0,18,0,0,0,4,0,2,0,8,2,2,0,18,0,0,0,4,0,2,2,1,0,16,0,0,4,0,2,7,1,0,0,14,0,0,4,0,2,0,3,-0.061169875,41.99,41.99,-5.644900104,299.3030196,18.01075068,4.198703226
364,O=C(COCC(=O)Nc1cccc(C(F)(F)F)c1)Nc1cccc(C(F)(F)F)c1,Train,0,420.34,6.597606474,8,38,6,2,14,2,3,0,11,32.55813953,41.86046512,4.651162791,6.976744186,13.95348837,4,6,2,2,0,0,2,12,0,0,2,0,234.9468171,8.880359961,6.771826723,5.746279274,9.888257691,3.933208081,3.997355819,16,21.80248049,33.11223556,7.635955001,-2.5,2,0,0,0,0,0,12,8,4,0,0,0,2,0,0,0,0,0,0,2,0,0,11,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,-1.293142322,0,7.856768847,0,-1.618160614,-2.113841633,0,-9.141380329,4.362559249,0,0,0,0,75.73065637,2,0,8,0,2,4,0,2,2,0,0,0,0,1,-0.646571161,0.734371575,-0.809080307,-0.947515423,2.181279625,0,12.62177606,-4.570690165,0,-0.646571161,0,1.243538241,0,-0.809080307,-0.109405394,-4.570690165,0,0,0,0,11.69419555,4.828149329,12.62177606,6,22,0,96,0,12,0,156,0,0,156,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,4,4,0,0,0,19,6,4,0,6,0,2,0,0,6,4,2,0,12,0,2,0,0,0,2,0,0,11,6,8,0,12,0,0,0,0,0,0,0,0,0,2,10,0,6,0,0,0,6,0,0,0,0,10,0,8,0,6,0,1,2,0,1,0,0,0,2,6,0,6,0,0,0,0,0,6,0,9,4,4,0,0,0,0,0,0,0,6,4,4,0,6,0,0,0,0,0,8,4,4,0,6,0,0,0,0,0,0,3.906890596,0.364457879,67.43,67.43,-4.780510335,187.0719229,36.02150137,3.511718458
369,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CC1)CN(Cc1ccncc1)C2,Train,0,457.46,6.588247998,7,42,3,1,21,3,1,0,10,39.62264151,41.50943396,5.660377358,1.886792453,11.32075472,10,8,4,2,0,0,3,21,1,0,3,0,362.6729078,11.60590403,8.859500755,8.587380896,11.88808835,6.188446598,4.236601764,13.5,31.51161123,32.31129372,6.975694945,-7.75,2,2,0,2,0,1,11,3,3,1,0,0,0,1,0,0,1,0,0,2,0,1,10,0,2,0,0,5,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,15,0,2,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,4.418690594,0,8.379186006,0,-0.801467456,-2.395088057,0,-9.922955672,0,3.626630342,3.98651107,0,0,78.53596471,7,0,7,0,1,4,0,3,0,2,0,0,0,0,0.305086294,0.035441892,-0.801467456,-1.476943137,0,1.353588334,13.08932745,-4.979711077,0,0.846363147,0,1.941007949,0,-0.801467456,1.145813923,0.036466482,0,0,3.98651107,0,12.7558618,0,13.08932745,20,21,0,198,0,0,0,36,0,0,66,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,8,1,0,0,0,31,7,1,0,6,0,1,0,0,6,8,4,0,12,0,0,0,0,0,0,0,0,20,9,4,0,12,0,0,0,0,0,0,0,0,0,3,4,0,18,0,2,0,0,0,0,0,0,22,4,2,0,0,0,0,0,6,0,0,6,9,3,0,0,12,0,0,1,0,0,0,0,13,6,1,0,12,0,0,0,0,0,0,6,1,0,6,0,0,0,0,0,8,3,2,0,12,0,0,0,0,0,0,3.807354922,-0.68144953,36.44,36.44,-5.599988117,137.939764,0,3.755345019
371,CC(C)CC1=NC(C(F)(F)F)(C(F)(F)F)c2c(n(CC(C)C)c(=O)[nH]c2=O)N1,Train,0,414.4,6.862960509,12,33,4,4,20,4,2,0,12,41.66666667,33.33333333,8.333333333,4.166666667,12.5,11,4,3,0,2,1,1,10,0,0,2,1,140.5954545,9.108914174,8.785364844,7.474732414,10.5972939,4.984503939,3.262794896,6,34.83269293,28.848516,4.831420746,-12.75,6,1,3,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,2,0,0,12,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,13,2,0,0,2,1,0,2,0,0,0,0,0,2,0,1,0,0,6.413144316,-0.442740457,0,0,-0.632107138,-5.994295163,0,0,-16.69483938,3.945288564,0.683171296,0,0,0,83.16997732,2,0,0,2,5,0,0,3,2,1,1,0,0,0,-0.240061414,0,-1.782867536,0,1.569432083,0.683171296,13.86166289,-5.960921438,1.621679054,-0.202679044,0,0,-0.298065214,-0.597540627,0,-4.772996504,0,2.968260582,0,0,12.18236647,0,13.86166289,18,28,0,108,0,4,0,72,0,0,48,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,19,9,1,0,6,3,3,0,0,6,16,6,0,12,0,0,0,6,0,0,0,0,16,13,4,0,18,0,3,4,0,0,1,0,0,9,8,6,0,6,0,0,0,18,0,6,0,0,18,4,5,0,18,0,0,1,0,0,0,0,0,3,4,0,18,0,0,0,0,0,6,0,4,2,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321928095,0.423701776,79.25,79.25,-4.567927667,195.9818785,36.02150137,3.891766927
381,O=C(c1ccncc1)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1,Train,0,485.52,6.568848975,7,44,3,1,25,3,1,0,10,42.37288136,40.6779661,5.084745763,1.694915254,10.16949153,12,8,4,2,0,0,3,23,1,0,4,0,506.5712079,12.31461309,9.36371971,9.218366725,12.55719033,6.746453004,4.372940871,13.5,36.42982521,32.78831057,7.006616505,-8.75,2,4,0,4,0,1,11,3,3,1,0,0,0,1,0,0,1,0,0,2,0,1,10,0,4,0,0,5,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,15,0,2,0,8,0,1,0,0,1,0,0,1,0,0,0,0,0,5.748636119,0,8.306167332,0,-0.02805439,-1.953674329,0,-9.635178408,0,3.739728311,3.924960174,0,0,78.82868556,9,0,7,0,1,4,0,3,0,2,0,0,0,0,0.037434129,0.162426207,-0.02805439,-1.280517484,0,1.827637209,13.13811426,-4.84361662,0,0.832782034,0,1.683703912,0,-0.02805439,0.5972987,0.052054831,0,0,3.924960174,0,12.65206296,0,13.13811426,22,15,0,210,0,0,0,84,0,0,66,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,8,1,0,0,0,34,8,1,0,6,0,1,0,0,6,7,4,0,12,0,0,0,0,0,0,0,0,24,9,4,0,12,0,0,0,0,0,0,0,0,0,7,1,0,18,0,1,1,0,0,0,0,0,26,2,2,0,0,0,1,0,6,0,0,0,9,4,2,0,12,0,0,0,0,0,0,0,20,3,0,0,12,0,0,1,0,0,0,6,1,0,6,0,0,0,0,0,11,6,1,0,12,0,0,0,0,0,0,3.807354922,-0.700127138,36.44,36.44,-6.182729409,137.939764,0,3.755856526
383,CCOC(=O)c1c(N)sc(C(O)(C(F)(F)F)C(F)(F)F)c1-c1ccc(OC)cc1OC,Train,0,473.43,7.459007451,12,38.5,7,1,17,1,5,1,13,35.41666667,37.5,2.083333333,10.41666667,12.5,7,13,2,2,0,0,2,11,0,1,1,0,100.4169109,11.19647968,9.123781418,7.090248367,11.68541257,6.762160546,3.521068432,13,34.15367117,37.92275776,7.045764215,-6.75,3,0,1,0,0,0,10,3,3,1,0,0,0,0,0,0,0,2,0,2,0,0,12,1,0,0,2,1,0,1,0,0,3,2,0,0,0,0,1,1,0,0,0,0,11,0,0,0,3,1,1,0,3,0,0,0,0,0,0,0,1,3.770586456,-0.230704048,0,3.491414872,0,-1.261972133,-4.415345201,0,-17.69874646,0,0,0,0,0,81.60850926,1,0,3,0,1,7,0,3,0,0,0,0,1,3,-0.230704048,1.081899093,-1.261972133,-1.642111206,0,0,13.60141821,-6.191537817,1.385690001,-0.230704048,0,1.226841223,0,-1.261972133,0.171241444,-5.315670824,5.647942019,0,0,9.998860151,12.41685453,5.072679044,13.60141821,0,27,2,36,0,60,23,198,0,24,48,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,8,2,0,0,22,1,10,3,6,0,0,1,1,6,3,11,4,12,0,0,0,0,0,0,6,0,26,2,12,2,6,0,0,2,0,0,1,2,0,9,5,15,3,18,0,0,1,0,0,0,0,0,17,3,14,3,18,0,0,1,6,5,0,0,0,2,11,0,12,0,0,0,0,0,18,0,9,0,4,1,18,0,0,1,0,3,0,1,4,0,6,0,0,0,0,6,1,0,1,0,6,0,0,0,0,0,0,3.700439718,1.035848498,91.01,119.25,-5.022820428,223.485801,75.58053063,3.980759341
386,FC(F)(F)c1cc(CN2CC[C@@]3(CCCNC3)C2)cc(C(F)(F)F)c1,Train,0,366.39,6.822250562,6,30,2,0,20,2,0,0,8,44.44444444,37.77777778,4.444444444,0,13.33333333,11,6,3,1,0,0,2,16,1,1,2,0,168.861852,8.639711606,6.798816772,7.155114443,8.688662732,4.265510381,3.516335796,6,26.42964201,20.14183247,4.320580892,-10.25,2,3,0,3,0,1,6,3,3,0,0,0,0,0,0,0,1,0,0,2,0,0,8,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,6.350632878,0,1.845968218,0,0,-2.431384139,0,-9.488285238,3.335758439,1.960954271,0,0,0,77.67635557,8,0,3,0,0,3,0,3,1,1,0,0,0,0,0.105902778,0.18058399,0,-1.244844209,3.335758439,1.960954271,12.94605926,-4.796099287,0,1.05121103,0,0.832692114,0,0,0.05830428,0.103913336,0,0,0,0,0,0,12.94605926,4,0,0,96,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,5,0,0,0,0,25,5,0,0,6,0,0,0,0,6,7,0,0,12,0,0,0,0,0,0,0,0,17,4,0,0,12,0,1,0,0,0,0,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,6,0,0,0,9,2,0,0,12,0,0,0,0,0,0,0,10,2,0,0,12,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,2.807354922,-0.237812264,15.27,15.27,-5.060166599,110.8957442,18.01075068,3.992699368
