NAME,SMILES,Set,Obs,MW,stdMW,nTA,SCBO,RBN,nDB,nH,nN,nO,nHM,nHet,H%,C%,N%,O%,X%,nCsp3,max_conj_path,nCIR,nIR,nFR,Rbrid,NRS,nRingAtoms,nSpiro,nR05,nR06,nR10,D/DTrain06,X3,X4,X2v,X2sol,X5sol,RDCHI,Eta_betaP,Eta_C,Eta_F,Eta_FL,Eta_D_beta,nCp,nCs,nCt,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCONHR,nArCONR2,nCONN,nArNHR,nRNR2,nArOR,nCR2X2,nCRX3,nArX,nPyridines,nHAcc,C-001,C-002,C-003,C-005,C-006,C-008,C-011,C-012,C-016,C-025,C-026,C-027,C-028,C-029,C-032,C-034,C-040,C-041,C-043,C-044,H-046,H-047,H-048,H-049,H-051,H-052,O-056,O-058,O-059,O-060,N-068,N-070,N-071,N-072,N-073,N-074,F-084,S-107,SsCH3,SssCH2,SdsCH,SaaCH,SsssCH,SdssC,SaasC,SaaaC,SssssC,SssNH,SsssN,SaaN,SaasN,SaaO,SsF,NssCH2,NdsCH,NaaCH,NsssCH,NdssC,NaasC,NaaaC,NssssC,NssNH,NsssN,NdsN,NaasN,NsOH,NssO,minssCH2,minaaCH,mindssC,minaasC,minssNH,minsssN,minsF,gmin,MaxsCH3,MaxssCH2,MaxdsCH,MaxaaCH,MaxsssCH,MaxdssC,MaxaasC,MaxssssC,MaxsNH2,MaxdsN,MaxaaN,MaxsOH,MaxdO,MaxssO,gmax,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..F),T(F..F),T(F..Cl),B01[C-O],B01[C-S],B01[N-N],B02[C-O],B02[C-S],B02[N-N],B02[N-O],B02[N-S],B02[O-O],B03[C-O],B03[N-N],B03[N-O],B03[N-F],B03[O-F],B03[F-F],B04[C-O],B04[N-N],B04[N-O],B04[N-S],B04[N-F],B04[O-O],B04[F-F],B05[C-O],B05[C-F],B05[N-N],B05[N-O],B05[N-F],B05[O-O],B05[O-F],B06[C-O],B06[C-S],B06[C-F],B06[N-N],B06[N-O],B06[N-F],B06[O-O],B06[O-F],B06[F-F],B07[C-N],B07[C-O],B07[C-S],B07[C-F],B07[N-O],B07[N-F],B07[O-O],B07[O-F],B08[C-N],B08[C-O],B08[C-S],B08[N-O],B08[N-F],B08[O-F],B09[C-C],B09[C-N],B09[C-O],B09[C-F],B09[N-F],B09[O-F],B10[C-C],B10[C-N],B10[C-O],B10[C-F],B10[N-F],B10[O-F],F01[C-N],F01[C-O],F01[C-S],F01[N-N],F01[N-O],F02[C-C],F02[C-N],F02[C-O],F02[C-S],F02[C-F],F02[N-N],F02[N-O],F02[N-S],F02[O-O],F02[F-F],F03[C-N],F03[C-O],F03[C-S],F03[C-F],F03[N-N],F03[N-O],F03[N-S],F03[N-F],F03[N-Cl],F03[O-O],F03[O-F],F03[F-F],F04[C-C],F04[C-N],F04[C-O],F04[C-S],F04[C-F],F04[C-Cl],F04[N-N],F04[N-O],F04[N-S],F04[N-F],F04[O-O],F04[O-S],F04[O-F],F04[F-F],F05[C-N],F05[C-O],F05[C-S],F05[C-F],F05[C-Cl],F05[N-N],F05[N-O],F05[N-F],F05[O-O],F05[O-F],F05[S-F],F05[F-F],F06[C-C],F06[C-N],F06[C-O],F06[C-S],F06[C-F],F06[C-Cl],F06[N-N],F06[N-O],F06[N-F],F06[O-O],F06[O-S],F06[O-F],F06[F-F],F07[C-N],F07[C-O],F07[C-S],F07[C-F],F07[C-Cl],F07[N-N],F07[N-O],F07[N-F],F07[O-O],F07[O-F],F07[S-F],F08[C-C],F08[C-N],F08[C-O],F08[C-S],F08[C-F],F08[C-Cl],F08[N-N],F08[N-O],F08[N-F],F08[O-O],F08[O-F],F09[C-N],F09[C-O],F09[C-S],F09[C-F],F09[C-Cl],F09[N-O],F09[N-F],F09[O-O],F09[O-F],F10[C-C],F10[C-N],F10[C-O],F10[C-S],F10[C-F],F10[C-Cl],F10[N-O],F10[N-F],F10[O-O],F10[O-F],F10[F-F],Uc,Hy,TPSA(NO),TPSA(Tot),ESOL,SAacc,SAdon,SAscore
616,O=C(CSc1nc(-c2ccco2)cc(C(F)(F)F)n1)Nc1ccccc1C(F)(F)F,Train,0,447.39,7.10804165,7,41.5,5,1,11,3,2,1,12,26.82926829,43.90243902,7.317073171,4.87804878,14.63414634,3,11,3,3,0,0,3,17,0,1,2,0,223.0192007,9.926726533,8.025948732,6.718752824,11.00031537,5.719196891,3.989577727,18.5,23.90066645,34.97258058,7.913562254,-1.25,2,0,0,0,0,0,14,4,2,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,1,1,0,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.508832672,0,9.158011457,0,-0.863647828,-3.207154995,0,-9.451775893,2.098274794,0,7.298849206,0,5.039143939,78.32668151,1,0,8,0,1,6,0,2,1,0,0,0,0,0,-0.508832672,0.696965832,-0.863647828,-1.241458144,2.098274794,0,12.99279533,-4.770336929,0,-0.508832672,0,1.461370039,0,-0.863647828,0.063246384,-4.681438964,0,0,3.923298847,0,12.06479005,0,13.1160985,12,28,7,114,0,8,8,96,0,36,120,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,6,3,2,0,0,19,7,4,1,6,1,1,2,0,6,8,2,2,9,0,1,1,3,0,0,0,0,13,8,5,4,12,0,0,0,0,3,0,0,0,0,1,4,3,9,0,2,3,3,0,0,3,0,9,6,4,5,9,0,0,0,0,0,0,6,0,7,4,1,9,0,0,0,0,0,0,3,10,7,1,0,3,0,0,1,3,1,3,4,3,0,3,0,0,6,0,0,15,0,2,0,12,0,0,0,0,0,0,4.247927513,-0.183844355,68.02,93.32,-5.821368255,175.9947627,18.01075068,3.772317055
618,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Train,0,472.42,6.545399756,9,45,7,2,18,2,3,0,11,35.29411765,43.1372549,3.921568627,5.882352941,11.76470588,6,9,4,1,2,1,2,15,0,1,2,0,230.2244178,10.95049347,8.526509398,7.33857124,12.00926204,5.796930772,4.15353366,17,30.2398148,38.64055293,8.18778962,-4,3,2,0,0,0,0,14,7,5,0,0,0,1,0,0,0,0,0,0,2,0,0,10,1,1,0,0,1,1,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,10,1,0,3,2,0,2,0,1,0,0,0,1,1,0,0,0,1.164600256,-0.838669375,0,9.75158256,-1.199452397,-1.558639586,-2.84717526,1.568923621,-10.03952662,2.402818641,0,0,0,0,78.12236496,2,0,8,1,2,4,2,2,1,0,0,0,0,1,-0.837497323,-0.011463846,-0.99865599,-1.51335415,2.402818641,0,13.02039416,-5.019763312,1.164600256,-0.001172052,0,1.802020817,-1.199452397,-0.559983596,0.666413376,-5.019763312,0,0,0,0,12.58643054,4.98873441,13.02039416,5,27,0,126,0,12,0,150,0,0,66,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,4,4,0,0,0,28,6,4,0,6,0,1,0,1,6,4,6,0,12,0,2,0,0,0,0,0,0,22,5,9,0,12,0,0,0,0,0,0,0,0,0,4,12,0,18,0,1,0,0,2,0,0,0,19,5,9,0,0,0,0,2,0,0,0,6,9,5,10,0,6,0,0,1,0,0,0,0,20,4,6,0,6,0,0,0,0,0,6,2,3,0,6,0,0,6,0,0,18,2,3,0,12,0,0,0,0,0,0,4.247927513,0.282029194,71.19,71.19,-5.517137111,169.0611723,34.79628023,4.257829022
623,CCSc1nnc(NC(=O)NC(CC)(C(F)(F)F)C(F)(F)F)s1,Train,0,382.4,8.644514169,9,26.5,5,1,12,4,1,2,13,34.28571429,28.57142857,11.42857143,2.857142857,17.14285714,7,5,1,1,0,0,1,5,0,1,0,0,0,7.254252759,6.252624919,6.628323536,8.846926431,3.121757845,3.138449907,6.5,24.63930058,20.13889965,4.011549988,-8.25,4,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,11,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,2,2.496371165,-0.761509294,0,0,0,-1.661390306,0.225925559,0,-15.75084103,2.81789903,0,7.085887818,0,0,77.30378876,2,0,0,0,1,2,0,3,2,0,0,0,0,0,-1.402305942,0,-1.661390306,-0.201109222,0.981884763,0,12.88396479,-5.706655615,1.813631943,0.640796649,0,0,0,-1.661390306,0.42703478,-4.337529801,0,0,3.617666446,0,11.55729789,0,12.88396479,16,13,25,138,0,0,10,30,0,96,48,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6,1,4,1,0,8,5,0,1,6,2,2,4,0,6,6,2,3,12,1,0,1,6,0,0,0,0,4,6,3,1,12,0,1,1,2,0,0,1,0,9,5,2,2,0,0,1,1,6,0,6,0,0,3,5,0,3,6,0,0,0,0,0,1,0,0,5,1,2,0,0,0,0,6,0,0,6,2,2,1,3,6,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,2.807354922,0.621511949,66.91,120.45,-4.32156024,184.2531229,36.02150137,3.990060291
624,CCC(C)Nc1nc(OCC(F)(F)F)nc(OCC(F)(F)F)n1,Train,0,348.29,7.042538232,8,26,7,0,14,4,2,0,12,37.83783784,29.72972973,10.81081081,5.405405405,16.21621622,8,6,1,1,0,0,1,6,0,0,1,0,88.56349206,6.037797401,4.376719262,4.485504218,6.631655528,2.790968409,3.305922629,7.5,20.13445301,21.44428282,4.859639572,-8.5,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,12,2,1,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,3.525061696,-2.777621961,0,0,-0.177470159,0,-1.829348073,0,-9.297773369,2.681923186,0,10.37006472,0,0,72.71759971,3,0,0,1,0,3,0,2,1,0,0,0,0,2,-1.695936988,0,0,-0.791386527,2.681923186,0,12.11959995,-4.648886684,1.806532312,0.614252016,0,0,-0.177470159,0,-0.246575019,-4.648886684,0,0,3.55203373,0,0,4.310448791,12.11959995,14,24,0,144,0,4,0,60,0,0,102,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8,4,0,0,0,8,2,2,0,6,5,4,0,0,6,12,4,0,0,0,0,0,0,0,0,6,0,7,8,0,0,6,0,1,4,0,0,1,0,0,0,7,4,0,0,0,0,0,12,0,0,0,0,5,6,6,0,12,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,12,0,6,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,2.807354922,-0.026164754,69.16,69.16,-4.123769313,180.1277947,18.01075068,4.172295271
626,O=c1[nH][nH]c2nc(C(F)(F)F)cc(C(F)(F)F)c12,Train,0,271.14,5.775017996,7,23,0,1,3,3,1,0,10,14.28571429,38.0952381,14.28571429,4.761904762,28.57142857,2,8,3,0,2,1,1,9,0,1,1,0,43.06626984,6.121647882,4.889923283,3.353305593,5.445924198,2.480603272,2.699700935,8,12.68510077,18.76562007,4.443789036,-4.25,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.189074074,0,-1.181898621,-5.141157407,0,-10.12625898,3.621552343,0,2.929675926,0,0,74.8213648,0,0,1,0,1,4,0,2,2,0,0,0,0,0,0,-0.189074074,-1.181898621,-1.724467593,1.75733938,0,12.35869567,-5.086921296,0,0,0,-0.189074074,0,-1.181898621,-0.789675926,-5.03933768,0,0,2.929675926,0,11.09912935,0,12.58175926,5,9,0,87,0,0,0,36,0,0,66,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,9,7,1,0,6,1,1,0,0,6,5,2,0,9,1,1,0,3,0,0,0,0,3,7,2,0,15,0,0,1,0,0,0,0,0,0,1,1,0,9,0,0,0,12,0,3,0,0,0,0,1,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.701555032,61.54,61.54,-3.474806535,167.4675933,35.77645714,3.921220154
627,CC(C)c1cc(C(F)(F)F)nc(NNc2nc(C(C)C)cc(C(F)(F)F)n2)n1,Train,0,408.4,6.739604771,10,35,5,0,18,6,0,0,12,39.13043478,34.7826087,13.04347826,0,13.04347826,8,6,2,2,0,0,2,12,0,0,2,0,204.9583306,9.000673315,6.414979316,6.558233475,9.942151253,4.705433319,3.638663486,13,27.29218125,29.20877605,6.03696054,-5.5,6,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,4,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,12,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,6.57351059,0,0,1.625971612,-0.662961205,0,-3.067743029,0,-9.415628733,4.497902494,0,14.5421238,0,0,78.07349113,0,0,2,2,0,6,0,2,2,0,0,0,0,0,0,0.812985806,0,-1.17747218,2.248951247,0,13.01224852,-4.707814367,1.643377648,0,0,0.812985806,-0.331480603,0,0.110606524,-4.707814367,0,0,3.927706877,0,0,0,13.01224852,44,0,0,210,0,0,0,0,0,0,111,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,10,0,0,1,0,16,10,0,0,6,6,0,0,0,6,12,0,0,6,4,0,0,6,0,0,0,0,10,18,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,6,0,4,0,12,0,0,0,0,6,12,0,0,12,0,0,0,6,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,3.700439718,0.423701776,75.62,75.62,-5.772120259,192.679255,35.77645714,4.037876017
628,CC(NC(=O)Nc1nnc(C(F)(F)F)s1)(C(F)(F)F)C(F)(F)F,Train,0,376.24,7.257272142,11,26.5,2,1,5,4,1,1,15,17.85714286,28.57142857,14.28571429,3.571428571,32.14285714,5,5,1,1,0,0,1,5,0,1,0,0,0,7.569045106,5.162264967,5.087289361,7.644895919,1.880743559,3.07179038,6,22.0463715,24.27395519,4.754322235,-9.5,4,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,1,-0.339460506,0,0,0,0,-2.049051398,-2.46876992,0,-21.34340089,1.956517149,0,5.382145928,0,0,111.7521118,0,0,0,0,1,2,0,4,2,0,0,0,0,0,0,0,-2.049051398,-1.539625457,0.62737363,0,12.20437902,-5.901936177,-0.339460506,0,0,0,0,-2.049051398,-0.929144463,-4.609495465,0,0,2.791072846,0,11.21577286,0,12.52316245,16,13,10,195,0,0,4,51,0,51,234,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,2,1,0,6,6,0,1,9,2,2,3,0,9,5,2,1,12,1,0,0,9,0,0,0,0,2,5,3,0,9,0,1,1,1,3,0,1,0,9,2,1,1,0,0,1,1,9,0,6,0,0,1,5,1,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,6,3,0,0,0,9,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.807354922,0.707303973,66.91,95.15,-4.301189229,229.1334627,36.02150137,3.991031411
630,CC(=O)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1,Train,0,422.46,6.731727194,8,35,2,1,24,2,1,0,9,45.28301887,37.73584906,3.773584906,1.886792453,11.32075472,13,6,3,1,0,0,2,17,1,0,3,0,311.4769009,10.12045212,7.459752559,8.196343467,10.54400041,5.121739445,3.846081755,7.5,33.01029898,24.29617837,5.093089955,-11.25,3,4,0,4,0,1,6,3,3,0,0,0,0,0,0,0,1,0,0,2,0,0,9,1,4,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,13,0,0,3,8,0,1,0,0,1,0,0,1,0,0,0,0,1.54649693,6.172485022,0,1.785137868,0,0.057686351,-2.519150186,0,-9.535021535,0,3.73329827,0,0,0,78.19681913,9,0,3,0,1,3,0,3,0,2,0,0,0,0,0.058185442,0.164185735,0.057686351,-1.270917214,0,1.81837795,13.03280319,-4.826735895,1.54649693,0.891072141,0,0.810476067,0,0.057686351,0.022684243,0.118450255,0,0,0,0,11.47891481,0,13.03280319,6,10,0,108,0,0,0,84,0,0,66,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,6,1,0,0,0,28,6,1,0,6,0,1,0,0,6,4,2,0,12,0,0,0,0,0,0,0,0,20,6,2,0,12,0,0,0,0,0,0,0,0,0,7,1,0,18,0,0,0,0,0,0,0,0,20,0,2,0,0,0,1,0,6,0,0,0,9,2,2,0,12,0,0,0,0,0,0,0,12,2,0,0,12,0,0,1,0,0,0,2,1,0,6,0,0,0,0,0,9,2,1,0,12,0,0,0,0,0,0,3,-0.682781011,23.55,23.55,-5.561248991,121.1542344,0,3.640781167
631,O=c1[nH]c(=O)n(Cc2ccccc2)c2c1C(C(F)(F)F)(C(F)(F)F)N=C(c1ccco1)N2,Train,0,458.35,6.282627794,8,44.5,3,4,12,4,3,0,13,27.27272727,43.18181818,9.090909091,6.818181818,13.63636364,4,7,5,2,2,1,3,21,0,1,3,1,248.7211577,11.90027624,10.91336859,6.823267066,12.01652474,6.6627048,3.787018876,16,29.5187366,42.14962345,8.336677686,-6.25,2,0,1,0,1,0,10,5,1,4,0,1,0,0,1,0,0,0,0,2,0,0,13,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,9,1,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,-0.427563776,0,11.11748989,0,-6.78360602,-0.064959346,0,-17.10489158,3.822935012,0.579282407,0,0,4.924001711,84.59785796,1,0,8,0,5,2,0,3,2,1,1,0,0,0,-0.427563776,1.020592692,-1.862308726,-0.451373404,1.554876386,0.579282407,14.09964299,-6.081427863,0,-0.427563776,0,1.631802799,0,-0.940776224,0.386414058,-4.942035856,0,2.904714034,0,0,12.46151636,0,14.09964299,18,46,0,108,0,18,0,108,0,0,48,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,9,4,0,0,0,24,9,4,0,6,3,3,0,0,6,16,6,0,12,0,2,0,6,0,0,0,0,17,15,6,0,18,0,3,4,0,0,1,0,0,9,9,9,0,6,0,0,1,18,0,6,0,0,22,8,10,0,18,0,0,1,0,0,0,6,0,5,6,0,18,0,0,1,0,2,6,0,13,4,8,0,12,0,0,0,0,0,0,1,3,0,12,0,0,0,0,0,5,0,1,0,6,0,0,0,0,0,0,4,0.362844701,92.39,92.39,-5.062916855,205.4892248,36.02150137,4.00933819
632,O=C(NCCNC(=O)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F)Nc1ccc(OC(F)(F)F)cc1,Train,0,563.42,6.737460185,11,47,10,2,18,3,5,0,17,32.14285714,37.5,5.357142857,8.928571429,16.07142857,7,8,2,2,0,0,2,12,0,0,2,0,318.8184188,10.6647852,8.329537837,7.174653044,11.57797702,5.556193065,4.716477562,17,33.58650832,46.79306452,9.472866807,-8.25,2,0,0,0,0,0,12,7,5,1,0,0,0,0,1,0,0,3,0,2,0,0,17,0,0,0,0,4,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,15,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,-3.998209128,0,6.643052137,0,-1.858721214,-2.014647001,0,-14.36057356,6.824907,0,0,0,0,111.1161915,4,0,7,0,2,5,0,3,3,0,0,0,0,3,-1.776714946,0.762975867,-1.039727082,-0.580707963,2.240953111,0,12.16382461,-4.889503486,0,-0.226341512,0,1.123761372,0,-0.818994132,0.100173185,-4.709322643,0,0,0,0,12.43964982,4.554473236,12.49807666,10,88,0,267,0,88,0,465,0,0,468,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,8,0,0,0,20,5,9,0,6,1,3,0,0,9,6,12,0,3,1,0,0,0,0,0,6,0,18,8,10,0,12,0,0,1,0,0,1,0,0,0,5,5,0,18,0,1,4,0,2,0,0,0,12,8,10,0,18,0,0,0,0,0,0,0,0,6,5,0,9,0,0,3,6,2,3,0,11,7,6,0,6,0,0,1,3,0,9,5,6,0,12,0,1,3,1,3,12,3,5,0,12,0,2,3,1,0,0,3.906890596,0.973513387,97.92,97.92,-5.675911964,271.9627892,54.03225205,3.784610307
634,CC(=O)N1CCC2(CC1)CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2,Train,0,394.4,6.791427774,8,33,2,1,20,2,1,0,9,42.55319149,38.29787234,4.255319149,2.127659574,12.76595745,11,6,3,1,0,0,2,15,1,0,2,0,198.7555889,9.397995908,7.029627688,7.565357637,9.874898431,4.340812355,3.715355606,7.5,28.14929908,23.44831915,5.062168395,-10.25,3,2,0,2,0,1,6,3,3,0,0,0,0,0,0,0,1,0,0,2,0,0,9,1,2,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,13,0,0,3,4,0,1,0,0,1,0,0,1,0,0,0,0,1.510857347,4.187209712,0,1.731901084,0,0.018217893,-2.552936875,0,-9.641030648,0,3.620427212,0,0,0,77.66276532,7,0,3,0,1,3,0,3,0,2,0,0,0,0,0.046798233,0.151368275,0.018217893,-1.280251743,0,1.760239665,12.94379422,-4.827680325,1.510857347,0.805031652,0,0.790266405,0,0.018217893,0.00756661,0.014330003,0,0,0,0,11.37925562,0,12.94379422,5,9,0,102,0,0,0,78,0,0,66,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,6,1,0,0,0,25,5,1,0,6,0,1,0,0,6,5,2,0,12,0,0,0,0,0,0,0,0,16,6,2,0,12,0,0,0,0,0,0,0,0,0,3,1,0,18,0,1,0,0,0,0,0,0,16,2,2,0,0,0,0,0,6,0,0,0,9,2,0,0,12,0,0,1,0,0,0,0,12,2,1,0,6,0,0,0,0,0,0,2,1,0,12,0,0,0,0,0,4,3,2,0,12,0,0,0,0,0,0,3,-0.659390674,23.55,23.55,-4.969412833,121.1542344,0,3.654514675
635,CCSc1nnc(NC(=O)C(C(F)(F)F)C(F)(F)F)s1,Train,1,339.32,8.692390391,8,23.5,4,1,7,3,1,2,12,25.92592593,29.62962963,11.11111111,3.703703704,22.22222222,5,5,1,1,0,0,1,5,0,1,0,0,0,5.486932694,5.731035538,5.800286348,7.241164437,2.949556594,2.941869141,6.5,18.63838662,17.30194406,3.752972726,-6.25,3,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,2,1.771485648,0.593558516,0,0,-4.096131294,-2.22759401,-0.080724679,0,-11.4563096,1.486546674,0,6.799276266,0,0,73.66540772,1,0,0,1,1,2,0,2,1,0,0,0,0,0,0.593558516,0,-2.22759401,-0.412546296,1.486546674,0,12.27756795,-5.728154801,1.771485648,0.593558516,0,0,-4.096131294,-2.22759401,0.331821618,-5.728154801,0,0,3.496937831,0,11.15408029,0,12.27756795,5,11,15,102,0,0,10,24,0,84,48,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,4,1,0,6,3,1,1,6,1,1,4,0,6,5,3,3,12,1,0,1,0,0,0,0,0,4,4,0,2,0,0,0,1,1,6,0,1,6,9,5,1,3,6,0,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,6,0,1,0,0,0,1,2,6,0,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2.807354922,0.073134232,54.88,108.42,-3.802491743,166.2423722,18.01075068,3.960891909
